Id,Probability
0,0.0
1,0.0264305750654
2,0.0069854489252
3,0.0144912005031
4,0.00921615978184
5,0.0
6,0.0405435622592
7,0.0253224336558
8,0.00299833044879
9,0.0265869108785
10,0.0756032337323
11,0.0110588731853
12,0.012492399746
13,0.0
14,0.0105024291873
15,0.0
16,0.00231606721063
17,0.0129405029928
18,0.00586480472363
100,0.0
101,0.0264305750654
102,0.0069854489252
103,0.0144912005031
104,0.00921615978184
105,0.0
106,0.0405435622592
107,0.0253224336558
108,0.00299833044879
109,0.0265869108785
110,0.0756032337323
111,0.0110588731853
112,0.012492399746
113,0.0
114,0.0105024291873
115,0.0
116,0.00231606721063
117,0.0129405029928
118,0.00586480472363
400,0.0
401,0.903144654088
402,0.00188679245283
403,0.00314465408805
404,0.00062893081761
405,0.0
406,0.00503144654088
407,0.00251572327044
408,0.100628930818
409,0.00188679245283
410,0.310691823899
411,0.800628930818
412,0.00125786163522
413,0.0
414,0.00125786163522
415,0.0
416,0.00062893081761
417,0.00188679245283
418,0.00062893081761
600,0.0
601,0.0264305750654
602,0.0069854489252
603,0.0144912005031
604,0.00921615978184
605,0.0
606,0.0405435622592
607,0.0253224336558
608,0.00299833044879
609,0.0265869108785
610,0.0756032337323
611,0.0110588731853
612,0.012492399746
613,0.0
614,0.0105024291873
615,0.0
616,0.00231606721063
617,0.0129405029928
618,0.00586480472363
700,0.0
701,0.0264305750654
702,0.0069854489252
703,0.0144912005031
704,0.00921615978184
705,0.0
706,0.0405435622592
707,0.0253224336558
708,0.00299833044879
709,0.0265869108785
710,0.0756032337323
711,0.0110588731853
712,0.012492399746
713,0.0
714,0.0105024291873
715,0.0
716,0.00231606721063
717,0.0129405029928
718,0.00586480472363
1000,0.0
1001,0.0264305750654
1002,0.0069854489252
1003,0.0144912005031
1004,0.00921615978184
1005,0.0
1006,0.0405435622592
1007,0.0253224336558
1008,0.00299833044879
1009,0.0265869108785
1010,0.0756032337323
1011,0.0110588731853
1012,0.012492399746
1013,0.0
1014,0.0105024291873
1015,0.0
1016,0.00231606721063
1017,0.0129405029928
1018,0.00586480472363
1200,0.0
1201,0.00497237569061
1202,0.600552486188
1203,0.00230257716611
1204,0.602348893373
1205,0.0
1206,0.0092566248718
1207,0.102855063354
1208,0.00059880239521
1209,0.00695404770569
1210,0.610960399643
1211,0.00391371952228
1212,0.00059880239521
1213,0.0
1214,0.00230257716611
1215,0.0
1216,0.0
1217,0.00276243093923
1218,0.102855063354
1700,0.0
1701,0.0264305750654
1702,0.0069854489252
1703,0.0144912005031
1704,0.00921615978184
1705,0.0
1706,0.0405435622592
1707,0.0253224336558
1708,0.00299833044879
1709,0.0265869108785
1710,0.0756032337323
1711,0.0110588731853
1712,0.012492399746
1713,0.0
1714,0.0105024291873
1715,0.0
1716,0.00231606721063
1717,0.0129405029928
1718,0.00586480472363
2200,0.0
2201,0.0264305750654
2202,0.0069854489252
2203,0.0144912005031
2204,0.00921615978184
2205,0.0
2206,0.0405435622592
2207,0.0253224336558
2208,0.00299833044879
2209,0.0265869108785
2210,0.0756032337323
2211,0.0110588731853
2212,0.012492399746
2213,0.0
2214,0.0105024291873
2215,0.0
2216,0.00231606721063
2217,0.0129405029928
2218,0.00586480472363
2700,0.0
2701,0.118470387984
2702,0.00530431745622
2703,0.00992785209247
2704,0.00341354442859
2705,0.0
2706,0.0254712349448
2707,0.315078706973
2708,0.00181129275947
