Id,Probability
0,0.0
1,0.0258027333679
2,0.00498792153427
3,0.00992769840147
4,0.00588183527505
5,0.0
6,0.042092602053
7,0.030895775935
8,0.00519796581142
9,0.0240682706248
10,0.0790981571672
11,0.0111243711996
12,0.0115484228956
13,0.0
14,0.0123872065461
15,0.0
16,0.00604773980218
17,0.0105787006269
18,0.00516742088594
100,0.0
101,0.0258027333679
102,0.00498792153427
103,0.00992769840147
104,0.00588183527505
105,0.0
106,0.042092602053
107,0.030895775935
108,0.00519796581142
109,0.0240682706248
110,0.0790981571672
111,0.0111243711996
112,0.0115484228956
113,0.0
114,0.0123872065461
115,0.0
116,0.00604773980218
117,0.0105787006269
118,0.00516742088594
400,0.0
401,0.742868066999
402,0.000360519458942
403,0.000657202423966
404,0.0103681095086
405,0.02
406,0.0450877066442
407,0.00304363305342
408,0.000849766270297
409,0.00246266680843
410,0.528239014641
411,0.751211848042
412,0.0609783331226
413,0.0
414,0.0212869923901
415,0.0
416,0.000729864759921
417,0.00105399977777
418,0.0103663348284
600,0.0
601,0.0258027333679
602,0.00498792153427
603,0.00992769840147
604,0.00588183527505
605,0.0
606,0.042092602053
607,0.030895775935
608,0.00519796581142
609,0.0240682706248
610,0.0790981571672
611,0.0111243711996
612,0.0115484228956
613,0.0
614,0.0123872065461
615,0.0
616,0.00604773980218
617,0.0105787006269
618,0.00516742088594
700,0.0
701,0.0258027333679
702,0.00498792153427
703,0.00992769840147
704,0.00588183527505
705,0.0
706,0.042092602053
707,0.030895775935
708,0.00519796581142
709,0.0240682706248
710,0.0790981571672
711,0.0111243711996
712,0.0115484228956
713,0.0
714,0.0123872065461
715,0.0
716,0.00604773980218
717,0.0105787006269
718,0.00516742088594
1000,0.0
1001,0.0258027333679
1002,0.00498792153427
1003,0.00992769840147
1004,0.00588183527505
1005,0.0
1006,0.042092602053
1007,0.030895775935
1008,0.00519796581142
1009,0.0240682706248
1010,0.0790981571672
1011,0.0111243711996
1012,0.0115484228956
1013,0.0
1014,0.0123872065461
1015,0.0
1016,0.00604773980218
1017,0.0105787006269
1018,0.00516742088594
1200,0.0
1201,0.125631851488
1202,0.531112783811
1203,0.00210827791361
1204,0.371142988474
1205,0.0
1206,0.0190172988355
1207,0.116678620564
1208,0.040961539403
1209,0.0354119152486
1210,0.466312980206
1211,0.0620221363789
1212,0.0631781823716
1213,0.0
1214,0.0324773238867
1215,0.04
1216,0.00118009995833
1217,0.0120701334317
1218,0.0409485764159
1700,0.0
1701,0.0258027333679
1702,0.00498792153427
1703,0.00992769840147
1704,0.00588183527505
1705,0.0
1706,0.042092602053
1707,0.030895775935
1708,0.00519796581142
1709,0.0240682706248
1710,0.0790981571672
1711,0.0111243711996
1712,0.0115484228956
1713,0.0
1714,0.0123872065461
1715,0.0
1716,0.00604773980218
1717,0.0105787006269
1718,0.00516742088594
2200,0.0
2201,0.0258027333679
2202,0.00498792153427
2203,0.00992769840147
2204,0.00588183527505
2205,0.0
2206,0.042092602053
2207,0.030895775935
2208,0.00519796581142
2209,0.0240682706248
2210,0.0790981571672
2211,0.0111243711996
2212,0.0115484228956
2213,0.0
2214,0.0123872065461
2215,0.0
2216,0.00604773980218
2217,0.0105787006269
2218,0.00516742088594
2700,0.03
2701,0.0452285520139
2702,0.00330646027646
2703,0.00625583182265
2704,0.00337930994575
2705,0.0
2706,0.153376587167
2707,0.178407406045
2708,0.00271455025998
2709,0.213327302893
2710,0.115482129982
2711,0.0164347909878
2712,0.00609818121541
2713,0.0
2714,0.00818863960154
2715,0.0
2716,0.0031896458639
2717,0.00622971079045
2718,0.203422701024
2800,0.0
2801,0.116171642534
2802,0.101572852282
2803,0.00333809565068
2804,0.0416334781464
2805,0.21
2806,0.241909414665
2807,0.0880996041946
2808,0.0412343581908
2809,0.267111398726
2810,0.390930595674
2811,0.00271760362794
2812,0.0329496781473
2813,0.0
2814,0.0232080752684
2815,0.06
2816,0.00127010926599
2817,0.0133659518466
2818,0.0513387729392
2900,0.0
2901,0.0258027333679
2902,0.00498792153427
2903,0.00992769840147
2904,0.00588183527505
2905,0.0
2906,0.042092602053
2907,0.030895775935
2908,0.00519796581142
2909,0.0240682706248
2910,0.0790981571672
2911,0.0111243711996
2912,0.0115484228956
2913,0.0
2914,0.0123872065461
2915,0.0
2916,0.00604773980218
2917,0.0105787006269
2918,0.00516742088594
3000,0.0
3001,0.0497379317013
3002,0.00394901361674
3003,0.00799928071323
3004,0.0245551113942
3005,0.0
3006,0.0540761989961
3007,0.0244736329943
3008,0.0240948316291
3009,0.0288843093691
3010,0.181592278164
3011,0.00884452187795
3012,0.159060079891
3013,0.0
3014,0.00971465527859
3015,0.01
3016,0.00462806884515
3017,0.0483979364786
3018,0.123950428985
3100,0.05
3101,0.223192943885
3102,0.00217566187356
3103,0.00457864977901
3104,0.0027588718772
3105,0.0
3106,0.0203307605226
3107,0.135123471166
3108,0.0630645553891
3109,0.0116638991073
3110,0.239142733009
3111,0.0156403258603
3112,0.0154407271583
3113,0.0
3114,0.00652106127182
3115,0.04
3116,0.00333063308175
3117,0.165263683701
3118,0.00270825070499
3200,0.0
3201,0.0759960821894
3202,0.00142768533439
3203,0.00262145507264
3204,0.0019281120773
3205,0.0
3206,0.0108646483109
3207,0.0082446665538
3208,0.00130150294439
3209,0.00567565534373
3210,0.0887591179387
3211,0.00320838986119
3212,0.00287035387315
3213,0.0
3214,0.00313925089662
3215,0.0
3216,0.00180483934004
3217,0.00223818535727
3218,0.431020669713
3300,0.0
3301,0.0325209606471
3302,0.00199124655698
3303,0.00428419689692
3304,0.00229107912242
3305,0.0
3306,0.0182872568855
